train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y
0.19302132725715637,0.08621881157159805,0.7404552698135376,0.6807851195335388,0.5100415349006653,0.6327583193778992,0.8058071136474609,0.7999746203422546,0.07239636033773422,0.9335504770278931,0.7818915843963623,-38.63064193725586
0.5411368608474731,0.5870693922042847,0.40071552991867065,0.11820707470178604,0.12119479477405548,0.3202395439147949,0.3987089991569519,0.39217710494995117,0.5721966028213501,0.00276357214897871,0.14897483587265015,-39.0
0.9668415784835815,0.37793228030204773,0.8729735612869263,0.8741724491119385,0.4525618553161621,0.09092875570058823,0.5625301599502563,0.10538887232542038,0.8562918901443481,0.32770708203315735,0.3637593388557434,-38.345088958740234
0.29853466153144836,0.8773256540298462,0.017089899629354477,0.43672165274620056,0.9309016466140747,0.9033260345458984,0.2201128900051117,0.6965994238853455,0.35849156975746155,0.740915834903717,0.6995607614517212,-39.0
0.41020557284355164,0.2717372179031372,0.2797418236732483,0.3179706633090973,0.8692191243171692,0.5043777823448181,0.7140775322914124,0.2436925619840622,0.9545242190361023,0.13328289985656738,0.4595426619052887,-39.0
0.8239299058914185,0.7725956439971924,0.6114212274551392,0.880427896976471,0.2619885504245758,0.4417974054813385,0.11946699023246765,0.5890536308288574,0.45569393038749695,0.7982010245323181,0.6081187129020691,-38.5364875793457
0.6871346235275269,0.20023858547210693,0.14612406492233276,0.1285502165555954,0.18670903146266937,0.2173699587583542,0.9082843661308289,0.9075205326080322,0.24180319905281067,0.6212066411972046,0.8772245049476624,-39.0
0.07821889221668243,0.6996245384216309,0.9939471483230591,0.5661251544952393,0.6966650485992432,0.7798277139663696,0.25338709354400635,0.2538732588291168,0.7386050224304199,0.44261661171913147,0.057021401822566986,-38.9036979675293
0.06197899207472801,0.4685347378253937,0.21884243190288544,0.9895676970481873,0.055499956011772156,0.9644617438316345,0.663615882396698,0.18201862275600433,0.9335142374038696,0.6772354245185852,0.07297451049089432,-38.462127685546875
0.7039175033569336,0.9674323797225952,0.8871650695800781,0.30202388763427734,0.5766862034797668,0.02688143216073513,0.006745428778231144,0.5242663025856018,0.42982688546180725,0.26207688450813293,0.9869275093078613,-38.41905975341797
0.7858895566598189,0.09637570827472643,1.0,0.6737350665010614,0.7246977066005541,0.0,0.7978998460309762,0.7349888047876814,0.0,0.5330682460582045,1.0,-38.477203369140625
1.0,1.0,0.8038023471758478,0.7536851706406139,0.0,0.0,0.0,0.0,1.0,0.0,0.8865998684331374,-38.1959342956543
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-39.0
1.0,1.0,0.8380924579468028,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-39.0
0.9217232000376403,1.0,0.850307916582336,0.6138529182356418,0.04425901209487795,0.0,0.0,0.0,1.0,0.0,1.0,-37.81399154663086
1.0,1.0,1.0,0.5569627676714899,0.1424228486284227,0.0,0.0,0.0,1.0,0.0,1.0,-38.029273986816406
0.8674765235998456,1.0,0.8709136888523109,0.5603261999575705,0.044438783002010485,0.0,0.0,0.0,1.0,0.0,1.0,-38.198577880859375
0.9446724196727077,0.8967178434912543,0.8808778888999499,0.6188562217972456,0.21618890436050206,0.007051077352440931,0.0888890307436343,0.03935207526003346,0.8784732864075595,0.076113672323341,1.0,-38.14069366455078
1.0,0.6501908592799184,0.662308122888574,0.6838839680183557,0.9137827584280667,0.1096462102971062,0.20959338382509218,0.0,1.0,0.6131469518252464,0.8874234578346466,-38.43815994262695
0.9416055782156524,1.0,1.0,0.5239201266793757,0.0,0.0,0.018730844716583865,0.0,1.0,0.0,0.9763780176159571,-37.95848083496094
0.9505342569621686,1.0,0.8517230110084735,0.6172387632937806,0.02883265132365628,0.0,0.0,0.0,1.0,0.0,1.0,-38.15398406982422
0.9121755795128559,1.0,0.9852829309057574,0.5214741000592715,0.0,0.0,0.0,0.0,1.0,0.0,0.925011826146968,-38.08237838745117
0.9144043436958285,1.0,0.9120444361729381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-39.0
0.8906512349695477,0.9403085642623419,0.8656519372334516,0.6114269192633296,0.16680806277256657,0.004004644339463835,0.05176235750655004,0.029068101230848502,0.9315193492190461,0.047413268997492514,1.0,-38.26691436767578
0.7347632475749035,0.10631495771847121,0.7995898792839489,0.5539532442603331,0.07591274175809637,0.3825472590422379,0.9777053615165193,0.867786423394681,0.04348366667993054,0.336277974055662,0.37056748799189626,-39.0
0.46827015618058343,1.0,0.8934902520227781,0.6128538668950341,0.0,0.06872341115739027,0.0944301356687024,0.3499474396370471,0.8747668783638836,0.16479116566122878,0.7495235050717072,-38.11774826049805
1.0,1.0,0.0,0.6136544898669973,0.0,0.23592711395649735,1.0,0.0,1.0,0.0,1.0,-39.0
0.2849445129446477,1.0,0.5419067122841443,0.5562341152187595,0.6369877386541906,0.7607143495480376,0.12128753380055939,0.1583135481265228,0.30112595418447335,0.09570789454843633,0.5432129501355087,-38.446510314941406
1.0,1.0,0.0,0.6137299904965199,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-39.0
0.2966887392103672,0.19271976873278618,0.3388056010007858,0.5906421886757016,0.6492578787729144,0.6660920986905694,0.45970959961414337,0.19927015714347363,0.5740970773622394,0.9501114571467042,0.7058306392282248,-39.0
