x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,train_fun
0.03886107,0.07506802,0.9176201,0.9450339,0.44831485,0.76975787,0.051442795,0.011789214,0.7454111,0.76260453,0.73942107,-37.98844
0.84872156,0.9093399,0.33463573,0.454387,0.53687245,0.4653766,0.93210316,0.8300797,0.25085083,0.09863942,0.025848204,-35.688053
0.6843319,0.3976816,0.65561527,0.52176523,0.9217102,0.20430377,0.38265097,0.52373874,0.11319586,0.4568801,0.34787968,-39.0
