n20,loss
0.24924623115577893,39.0
0.2512562814070352,39.0
0.2532663316582915,39.0
0.25527638190954777,39.0
0.25728643216080405,39.0
0.2592964824120603,39.0
0.2613065326633166,39.0
0.2633165829145729,39.0
0.26532663316582916,39.0
0.26733668341708544,39.0
0.2693467336683417,39.0
0.271356783919598,39.0
0.2733668341708543,39.0
0.27537688442211056,39.0
0.27738693467336684,39.0
0.27939698492462317,39.0
0.28140703517587945,39.0
0.28341708542713573,39.0
0.285427135678392,39.0
0.2874371859296483,39.0
0.28944723618090457,38.339357890928774
0.29145728643216084,38.35650638240904
0.2934673366834171,38.36809128259325
0.2954773869346734,38.38026242225262
0.2974874371859297,38.39169380799774
0.29949748743718596,38.40312065134664
0.30150753768844224,38.41390432360715
0.3035175879396985,38.424868434672746
0.3055276381909548,38.43563239345307
0.3075376884422111,38.445783887762346
0.30954773869346736,38.456122556275545
0.31155778894472363,38.465540429536674
0.3135678391959799,38.475239309854594
0.3155778894472362,38.48488114241357
0.31758793969849247,38.49408041567243
0.31959798994974875,38.502985714353244
0.3216080402010051,38.51174056308639
0.32361809045226136,38.520372564595796
0.32562814070351764,38.52869892095118
0.3276381909547739,38.53706268741905
0.3296482412060302,38.54505396816776
0.3316582914572865,38.552824884116816
0.33366834170854276,38.56082856264068
0.33567839195979904,38.56826410594234
0.3376884422110553,38.57595776728258
0.3396984924623116,38.58326773859296
0.3417085427135679,38.590415908690936
0.34371859296482415,38.59757038004622
0.34572864321608043,38.604497802137566
0.3477386934673367,38.61138789357673
0.349748743718593,38.617982461183765
0.35175879396984927,38.6247851796626
0.35376884422110555,38.63132017934293
0.35577889447236183,38.6375132896057
0.3577889447236181,38.64400435773754
0.3597989949748744,38.65039171753257
0.36180904522613067,38.65660231352905
0.36381909547738694,38.66270424169504
0.3658291457286433,38.668769924089666
0.36783919597989956,38.67476131445431
0.36984924623115584,38.68066752692073
0.3718592964824121,38.68646569153675
0.3738693467336684,38.69233962829263
0.3758793969849247,38.69805361450879
0.37788944723618095,38.70382514803589
0.37989949748743723,38.70943949619831
0.3819095477386935,38.715007841841754
0.3839195979899498,38.720727445314054
0.38592964824120607,38.726265501441546
0.38793969849246235,38.73192876110932
0.3899497487437186,38.73746377376001
0.3919597989949749,38.743063164474776
0.3939698492462312,38.74876745443842
0.39597989949748746,38.75436522765391
0.39798994974874374,38.76023037582798
0.4,38.766219100737075
