train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_Y,C1
0.5856140851974487,0.4016727805137634,0.9352009296417236,0.8119487166404724,0.00011735036969184875,-39.0,0.1980785150307418
0.9311017394065857,0.7998992800712585,0.19228631258010864,0.1789475977420807,0.36964038014411926,-39.000003814697266,-0.2612184880309974
0.008163245394825935,0.2411738932132721,0.6280335783958435,0.6964842677116394,0.6656054854393005,-39.0,-0.34394939554233106
0.1740926206111908,0.8826079964637756,0.761080265045166,0.5469314455986023,0.5968732237815857,-39.0,-0.16083818584300374
0.6594959497451782,0.1260925978422165,0.038744326680898666,0.5937313437461853,0.8786142468452454,-39.0,-0.5019222692881942
0.8257271647453308,0.5403699278831482,0.8427101969718933,0.46061110496520996,0.7433422207832336,-39.0,-0.2984205478734828
0.06907851248979568,0.6538241505622864,0.14191235601902008,0.8287150263786316,0.4693567156791687,-39.0,-0.3755304652923206
0.5247049331665039,0.9845057129859924,0.4218103587627411,0.6628684401512146,0.821371853351593,-39.0,-0.6988176633464203
0.41444793343544006,0.0525389239192009,0.9766331315040588,0.21171511709690094,0.150401309132576,-39.0,0.27667534140290584
0.549167275428772,0.012860463932156563,0.5733556747436523,0.39122018218040466,0.3214738667011261,-38.59713363647461,-0.2380420700180582
0.9653374552726746,0.6615127921104431,0.29918771982192993,0.5242211818695068,0.05046725645661354,-39.0,0.21488431175408176
0.8502189517021179,0.45739632844924927,0.18175455927848816,0.7206443548202515,0.24320778250694275,-39.0,0.027669363438088346
0.6330804824829102,0.8711829781532288,0.9407888054847717,0.3531566262245178,0.3785046339035034,-38.999996185302734,0.09792606483891668
0.6939743757247925,0.27284708619117737,0.45417940616607666,0.23440700769424438,0.6978675127029419,-39.0,-0.23652207990655627
0.14972668886184692,0.11988610029220581,0.23404721915721893,0.2561805844306946,0.09676922112703323,-39.0,0.23439184917509326
0.8929676413536072,0.20123961567878723,0.781326413154602,0.876361608505249,0.869776725769043,-39.0,-0.5347015820589485
0.46054285764694214,0.7923677563667297,0.8189193606376648,0.7512401342391968,0.7551755905151367,-39.0,-0.6438964542350178
0.6002874970436096,0.2329595685005188,0.25140100717544556,0.3742988705635071,0.2093343585729599,-38.999996185302734,0.1867784265515034
0.8832104206085205,0.5691075921058655,0.6173580884933472,0.7413073778152466,0.4187259376049042,-39.0,-0.1009038917456615
0.7992817163467407,0.3046571612358093,0.9847989678382874,0.5138115882873535,0.34997832775115967,-39.0,-0.010964416627495414
0.28455105423927307,0.5480194687843323,0.21543535590171814,0.5955255031585693,0.1317194551229477,-39.000003814697266,0.15653089305747928
0.20090042054653168,0.1497987061738968,0.9119603633880615,0.4780274033546448,0.4965694844722748,-39.0,-0.33862103924611714
0.11684585362672806,0.9769019484519958,0.5445383191108704,0.2663493752479553,0.30356764793395996,-39.0,0.14633164987533742
0.3999023139476776,0.31256169080734253,0.3328573703765869,0.649340033531189,0.07449223846197128,-39.0,0.1897771301929858
0.4242376685142517,0.6846662163734436,0.6720361113548279,0.42061781883239746,0.5745943188667297,-38.76981735229492,-0.45133084124790707
0.9820389747619629,0.9538553357124329,0.8892375230789185,0.08683109283447266,0.22452086210250854,-39.0,0.09546660814464958
0.835469126701355,0.1577276587486267,0.5066826939582825,0.15804995596408844,0.04619613662362099,-39.0,0.18500557098158657
0.6810176968574524,0.509565532207489,0.37458860874176025,0.7905527949333191,0.3338157534599304,-39.0,-0.026610229600687846
0.16434872150421143,0.26476866006851196,0.5814213752746582,0.8187999129295349,0.17707067728042603,-39.0,0.050829349638463445
0.01790476217865944,0.6231829524040222,0.9640026688575745,0.936823308467865,0.1249571219086647,-39.0,0.06840604587361494
0.4966284930706024,0.2093944102525711,0.1585712432861328,0.05383275821805,0.2552834153175354,-39.0,-0.17388479814015767
0.49025413393974304,0.8930267691612244,0.7117785215377808,0.6855112910270691,0.21460559964179993,-38.999996185302734,0.10400622622841149
0.9159771800041199,0.7498313784599304,0.9749833941459656,0.8238944411277771,0.6116148829460144,-38.475162506103516,-0.24376149370543737
0.7694522738456726,0.3895869553089142,0.6075500249862671,0.9244045615196228,0.6805950999259949,-39.0,-0.42599958200742943
0.3243238031864166,0.22196084260940552,0.8287349343299866,0.5671817660331726,0.016995728015899658,-39.0,0.25264626802636775
0.2529182434082031,0.6330410838127136,0.31526803970336914,0.9661971926689148,0.8363500237464905,-39.0,-0.4017721154252304
0.6756199598312378,0.32600945234298706,0.7550361156463623,0.4096066653728485,0.13621273636817932,-39.0,0.222780530221953
0.08421262353658676,0.8294032216072083,0.9256200790405273,0.1680234670639038,0.7268949151039124,-39.000003814697266,-0.4999299950156472
0.9756569266319275,0.14514760673046112,0.4884350299835205,0.7050914168357849,0.3078627288341522,-39.0,-0.054353077749239115
0.509563684463501,0.5594835877418518,0.6381061673164368,0.3382035493850708,0.06432193517684937,-39.0,0.3253268600590078
