train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_Y
0.3099530339241028,0.5518463850021362,0.10474080592393875,0.7359957695007324,0.5723190307617188,-38.534812927246094
0.8057801723480225,0.15253931283950806,0.7599685788154602,0.18056263029575348,0.37103068828582764,-39.0
0.5583968162536621,0.8851523995399475,0.34970688819885254,0.943038821220398,0.040731869637966156,-39.0
0.062219567596912384,0.2844279706478119,0.507253885269165,0.38759708404541016,0.7737614512443542,-39.0
0.15583285689353943,0.8612290024757385,0.9853825569152832,0.30673134326934814,0.9399604797363281,-39.0
0.6522542238235474,0.46167925000190735,0.1410989761352539,0.86264967918396,0.23769202828407288,-39.0
0.8996378183364868,0.701737642288208,0.7464008927345276,0.013751725666224957,0.40746837854385376,-39.0
0.40356650948524475,0.10125786066055298,0.40345996618270874,0.5696767568588257,0.6414721608161926,-39.0
0.45985567569732666,0.9873524308204651,0.6389681696891785,0.7686310410499573,0.28013715147972107,-39.0
0.9556819796562195,0.3380467891693115,0.4836185574531555,0.3382328450679779,0.5461319088935852,-39.0
0.7034164071083069,0.5747025012969971,0.8780100345611572,0.5381743311882019,0.8724664449691772,-39.0
0.2072383165359497,0.22397856414318085,0.22107340395450592,0.10776752978563309,0.07473253458738327,-39.0
0.11335228383541107,0.6796787977218628,0.2695488929748535,0.2115902304649353,0.1468152403831482,-38.999996185302734
0.6097745299339294,0.03012760728597641,0.6146879196166992,0.6424815058708191,0.9137870669364929,-38.999996185302734
0.8620398640632629,0.7583613991737366,0.02476505935192108,0.4811103641986847,0.7401624917984009,-39.0
0.3659694492816925,0.40788114070892334,0.8673405051231384,0.9120083451271057,0.4414532482624054,-38.55349349975586
0.32338225841522217,0.7972516417503357,0.4576641917228699,0.049191396683454514,0.7846563458442688,-39.0
0.8275092244148254,0.3996841609477997,0.6775587201118469,0.6201879382133484,0.018178973346948624,-39.0
0.5757321715354919,0.6397130489349365,0.21288037300109863,0.2562106251716614,0.31326067447662354,-39.0
0.07222975045442581,0.03731007128953934,0.9302113056182861,0.8272157311439514,0.610496997833252,-39.0
0.22834111750125885,0.6138440370559692,0.5770754814147949,0.994019091129303,0.6679307818412781,-39.0
0.7320876717567444,0.21652215719223022,0.2964820861816406,0.4225371479988098,0.4004802107810974,-39.0
0.983864963054657,0.9491037726402283,0.8161173462867737,0.7010614275932312,0.1956084817647934,-39.0
0.4794938266277313,0.3464571535587311,0.03393692150712013,0.1295728236436844,0.9938235282897949,-39.0
0.40687769651412964,0.7406960725784302,0.7984978556632996,0.45399436354637146,0.11687732487916946,-39.0
0.9110057353973389,0.09313003718852997,0.07896976172924042,0.9000790119171143,0.8186637163162231,-39.0
0.6621570587158203,0.8213323950767517,0.559516191482544,0.22351384162902832,0.5196120142936707,-39.0
0.15865568816661835,0.46892988681793213,0.34133076667785645,0.6696070432662964,0.28706493973731995,-39.0
0.0022677499800920486,0.9243478178977966,0.1678481101989746,0.5267219543457031,0.4991619288921356,-38.71742630004883
0.5060132741928101,0.277024507522583,0.9478321075439453,0.08014404773712158,0.701924204826355,-39.0
0.7548617124557495,0.51365065574646,0.412814199924469,0.7962640523910522,0.9029534459114075,-39.0
0.25048956274986267,0.16100355982780457,0.6951174139976501,0.34967949986457825,0.16942842304706573,-38.5274543762207
0.2805909514427185,0.9015477895736694,0.8917268514633179,0.152602419257164,0.625127911567688,-39.0
0.7765240669250488,0.298870712518692,0.23469841480255127,0.708063006401062,0.4235877990722656,-39.0
0.5253722667694092,0.5355111956596375,0.6528032422065735,0.414310097694397,0.22226747870445251,-39.0
0.028812695294618607,0.1381586790084839,0.49711769819259644,0.9697773456573486,0.9555488228797913,-39.0
0.18520274758338928,0.7186219096183777,0.011146005243062973,0.8359254598617554,0.7584666013717651,-39.0
0.6815181970596313,0.11618851870298386,0.8536291718482971,0.27997350692749023,0.055946364998817444,-39.0
0.9326697587966919,0.8444070816040039,0.2560480833053589,0.59765625,0.35455673933029175,-39.0
0.4369807839393616,0.4468090236186981,0.6008507013320923,0.0416957326233387,0.5888122916221619,-38.70506286621094
0.4890862703323364,0.5910221934318542,0.36345040798187256,0.37401989102363586,0.4579612910747528,-39.0
0.9850202202796936,0.23834463953971863,0.520844578742981,0.804392397403717,0.7237042784690857,-39.0
0.7367975115776062,0.970973014831543,0.1186102107167244,0.07322781533002853,0.9289867877960205,-39.0
0.24023878574371338,0.3236190676689148,0.7734410166740417,0.5036069750785828,0.13150465488433838,-39.0
0.08412910997867584,0.775168776512146,0.732808530330658,0.6770021319389343,0.09030608832836151,-39.0
0.5804436802864075,0.42273586988449097,0.3897143006324768,0.24614614248275757,0.8570261597633362,-39.0
0.828666627407074,0.6628095507621765,0.9719160795211792,0.8762326836585999,0.5622661113739014,-39.0
0.3329767882823944,0.015212910249829292,0.1272350400686264,0.4453681409358978,0.26380863785743713,-38.31608581542969
0.35261476039886475,0.6546433568000793,0.5456699132919312,0.593460738658905,0.9778575301170349,-39.0
0.8568496108055115,0.054193977266550064,0.32781994342803955,0.02243657596409321,0.21161668002605438,-39.0
0.29158989193307416,0.05498896169137971,0.12870731494245585,0.45184862655813995,0.27543806820918937,-39.0
0.252088742994419,0.15860294092064123,0.7020904843708221,0.6460084292295417,0.16942131727461535,-39.0
0.3359890477563717,0.012965781330157697,0.18636990128630954,0.44439853549814606,0.27740398763431173,-39.0
0.1470446176826954,0.9727057404816151,0.16610053647309542,0.5563627649098635,0.571052129380405,-38.913265228271484
0.1951780878007412,0.1752934930846095,0.7252574525773525,0.30736169032752514,0.2613899586722255,-39.0
0.6692825630307198,0.4433836778625846,0.8957869224250317,0.8895544577389956,0.8669729651883245,-39.0
0.3734342623502016,0.42084941919893026,0.6279324041679502,0.05317360255867243,0.7750946898013353,-39.0
0.6538210781291127,0.9357012491673231,0.16402545850723982,0.6027915785089135,0.19336875155568123,-39.0
0.9145277114585042,0.5472271703183651,0.12052091397345066,0.7835365068167448,0.8240351742133498,-39.0
0.8380442513152957,0.974710556678474,0.18139767553657293,0.5459641618654132,0.64022106397897,-39.0
0.08455046266317368,0.13877754844725132,0.7061373898759484,0.3597389403730631,0.19864600244909525,-39.0
0.25876673124730587,0.5866374596953392,0.10042629018425941,0.7317672874778509,0.7828749306499958,-39.0
0.2940104752779007,0.8134609181433916,0.12184783071279526,0.8574973521754146,0.6934315962716937,-38.551429748535156
0.33187969281331753,0.09473217118179823,0.1237739865232947,0.48483414052021806,0.2953087615242715,-38.366031646728516
0.3351367410049891,0.0,0.12459718906662931,0.4211524365220672,0.28968477632657136,-39.0
0.3132726503536105,0.6665290603414178,0.07477219682186842,0.839098384603858,0.5715737519785762,-38.52097702026367
0.23127309527446002,0.7765996779972065,0.6591758712866532,0.420733648119984,0.20290355307778896,-39.000003814697266
0.24996909674268036,0.32000009253301204,0.6680838896137089,0.2891404692109121,0.11441513921603991,-39.0
0.3309706297401264,0.15692705113995048,0.6518266840583861,0.5025412122324996,0.2968898747126464,-38.355655670166016
0.32029058039188385,0.6086356481537223,0.11987221147865057,0.8456632755696774,0.6021673046052456,-39.0
0.29434334322799827,0.49338364835943677,0.2620076810443273,0.7441895868844467,0.6959579813332858,-39.0
0.3155581655252498,0.5808017153448684,0.27798901618797384,0.821909806890808,0.5751202302021023,-38.5442008972168
0.33120431101653963,0.07522261334785056,0.1995794436835408,0.5042626932178775,0.29706790805813815,-38.36018753051758
0.1030412590707769,0.8615192219948358,0.18081694253685543,0.48026589997903196,0.29698751756343406,-39.0
0.27554613553558466,0.023955886439873016,0.8432308627378261,0.7924143225030239,0.572414602484336,-38.999996185302734
0.34257007087547153,0.004529614067816858,0.41758645064107036,0.4523606576410022,0.2630969025220492,-38.33306884765625
0.3466965069135568,0.12794235981494168,0.0,0.47356517276108473,0.29674682658615026,-38.39784622192383
0.31087572338834096,0.1268494931254949,0.0,0.49071146444976116,0.29644804123306057,-39.0
0.25530556443054164,0.4332036696166745,0.20956867680500582,0.27757041103193053,0.16950145562699917,-39.0
0.33714609894568914,0.010568799919605227,0.25289896311375737,0.44840061867368447,0.26345605579890485,-38.32557678222656
0.3369041727169857,0.12093585439806027,0.30869847009055457,0.49570559980002865,0.2966527493557043,-38.380008697509766
0.33579024740394836,0.012217055602194455,0.675915190425252,0.4480105700139015,0.2648849081651668,-38.32366180419922
0.3057257842131489,0.6737653844223815,0.028856134502383016,0.7871861847602416,0.5741604738112026,-38.5093879699707
0.3344048065842955,0.0040000257402770314,0.8942806093654436,0.4741429188615565,0.26383746738729036,-39.0
0.3378672757410678,0.013198164364266391,0.4871898698380906,0.4412575435695883,0.26428316298329707,-38.32242965698242
0.2872470466228883,0.2520425550007156,0.2702804386831319,0.8755409970483278,0.6931684858398798,-39.000003814697266
0.33159589022397995,0.5149277430027723,0.27236727718263865,0.8437354955822229,0.6465474385768175,-39.0
0.3089833568593295,0.6099366805211281,0.11267401797557286,0.7618231949735794,0.5731711988491398,-38.52458572387695
0.43599869088221244,0.9578428215206327,0.8520856652989767,0.055755358424167394,0.5880395829351611,-39.0
0.33597492856305367,0.0801719791536375,0.3784005614243788,0.44445227345847127,0.2642248204380483,-38.24448776245117
0.3380691501024445,0.14204911838396514,0.03819469353902133,0.4453615855845927,0.264313024860818,-39.0
0.33691889741897013,0.06375554582815975,0.44250813613719425,0.4627265160485762,0.2636458493921019,-38.337684631347656
0.30066708144207593,0.8846172783492544,0.2239546703781492,0.8514017859189176,0.691004450618646,-38.54340362548828
0.2947914944548384,0.8404596641088885,0.5084305808519926,0.8615117773717559,0.6926228655225243,-38.54895782470703
0.2500857635071745,0.11805107641495977,0.40376553437920293,0.36688004686193865,0.16975120784949152,-39.0
0.3349780223805779,0.05599867447790084,0.4496402196361792,0.4476763533839296,0.2642127973639804,-38.33482360839844
0.3375018564327605,0.06461529056829406,0.33147440749088414,0.42601786066172775,0.26444325811523833,-38.33575439453125
0.34255706506632905,0.017761255161875784,0.6009533829817018,0.4400383017318052,0.2653813373497436,-38.34290313720703
0.3407692124268456,0.1018654916102418,0.13657505960557498,0.4939137371705505,0.2970369584215823,-38.388938903808594
0.3108782239226974,0.5801597147026479,0.021891273036890983,0.8160999464900639,0.5741354676415841,-38.535728454589844
0.3006932402185156,0.6249255580642946,0.18255883976343676,0.8218809516546927,0.5728382728222889,-38.513824462890625
0.3139312113874628,0.5758959328702193,0.17217188084759202,0.8019115507137976,0.5693982276787551,-38.53519058227539
0.32870492899527975,0.12215664566232984,0.5046754557991832,0.5031339301247911,0.2967256263569655,-38.36397171020508
0.0,0.8192206270044884,0.10985770784298403,0.5624450311614525,0.5052749602358823,-39.0
0.2896632138344371,0.8666968628107429,0.30088317164052725,0.8876210795629328,0.6941830942479059,-38.54109191894531
0.3639835804646213,0.36366779675042027,0.7080139918795529,0.9501339178036855,0.44408355757668383,-39.0
0.3372555516702079,0.0,0.6034290819576981,0.4354801134187424,0.26292195577737537,-39.0
0.3118306643868128,0.6237006457424246,0.13414734501062778,0.7973027817390583,0.5728934723081252,-38.5265998840332
0.4557601038764485,0.48227806049918104,0.31093893013088364,0.0499005507024278,0.5907885881599927,-38.84654235839844
0.36835423058062516,0.15592809049032866,0.820675463047979,0.3019094793103592,0.2764456280640917,-39.0
0.29912115508407705,0.7829075209282534,0.340771489650182,0.8358961799019672,0.6917040317932198,-39.0
0.007498111528879257,0.9408741351828964,0.9269050267789256,0.43602187384693036,0.5113038876996321,-39.0
0.33477531376417313,0.14915990039361504,0.5293300922199254,0.49862557195614265,0.2967634629702978,-38.36979293823242
0.33441169138131105,0.02421213131858772,0.6603025577678158,0.4583509190612195,0.2665953863880277,-38.32701873779297
0.2949178686582235,0.6326937533914104,0.0,0.7832436728764836,0.572566400626175,-38.504634857177734
0.016160780105193655,0.96738220908552,0.2566292274125359,0.5218086240578677,0.49459248675319906,-39.0
0.3390183524053771,0.0196862951829786,0.4477760182873742,0.4498039490502365,0.2654930847597325,-38.33605194091797
0.2382119586211078,0.2988527720582219,0.8763624293045337,0.4432662205926369,0.2678351262574133,-39.0
0.31965879465777614,0.6296741941589198,0.13859501680655467,0.8209194043723883,0.5711415989926237,-38.535037994384766
0.25074495672632424,0.1870438394124729,0.8781692308662911,0.33921398688736315,0.16922780725565512,-39.0
0.29847226036819136,0.5781499890101482,0.18097052045091777,0.7499360635317636,0.5728100391432913,-38.512901306152344
0.3310094204224692,0.1384286956632426,0.6367625100141507,0.5018585678406282,0.29702462911559485,-38.36689376831055
0.3011291999162598,0.6525359150856751,0.1277520605384417,0.7324148602356849,0.5719766907833794,-38.50490188598633
0.3225587847539504,0.5773940872978617,0.14970708540741234,0.6914596132868236,0.5730216004477868,-39.0
0.31012392695200075,0.5459935438693195,0.13721614016642125,0.833427935917897,0.5719422311008774,-39.0
0.29452125605814755,0.8667073669294569,0.27007931452798,0.8684871108709973,0.6928553598208893,-38.544090270996094
0.31409847623819886,0.6582687531966721,0.10985219760696739,0.8205642342275542,0.5755973222534447,-38.525997161865234
0.3447977594312068,0.09123452555760524,0.1633040239845778,0.4800853872411732,0.29593654674566255,-38.39479064941406
0.41519427017286203,0.3933714660760845,0.37535635998435923,0.034052610888952985,0.5890450765622333,-38.66849136352539
0.2088337648560387,0.4156711287140596,0.9707326788312465,0.8130141025647247,0.5784552101851873,-39.0
0.3423233599005204,0.02635002538316975,0.6146665815159382,0.44854783598468,0.2661271282790361,-38.34791946411133
0.31656304479892666,0.6288794273354761,0.03090152524893835,0.7817928187629458,0.5728922203638114,-38.53138732910156
0.3410377116576542,0.11096443038643836,0.3706042291252678,0.5038783021598031,0.29544548105595336,-38.387718200683594
0.37729402350753494,0.17782224558044002,0.5269664642623239,0.41945732339427766,0.3124196491583804,-38.45973205566406
0.40836492141311365,0.44117282587569895,0.2766600772234738,0.040486275906723095,0.5933749964163644,-38.67634582519531
0.3421461364597795,0.03958113533790619,0.5443488724569182,0.45838479880337535,0.2644147168606137,-38.35064697265625
0.2976750149988753,0.8727014404401988,0.25367058475011073,0.856206226855142,0.6960885033390937,-38.54728698730469
0.3067292554590991,0.6473236609643981,0.8504933646672115,0.7896304292103542,0.5694776180640336,-38.514060974121094
0.36773932389583425,0.422072835590148,0.5435019248391872,0.9000029915001012,0.44086962787903117,-38.54685592651367
0.30375915026385125,0.6309755873633136,0.6047408565097153,0.8083851056955057,0.5706498229724407,-38.514957427978516
0.3185040044160144,0.8609030796876253,0.0,0.8596378197723046,0.6925483403081054,-38.56932067871094
0.3731809280026643,0.17079238891733342,0.31481109658820794,0.42786620497801925,0.31011384205021914,-38.45299530029297
0.30919787594384446,0.611898982107021,0.5506413135340527,0.7410487137230626,0.572329445505761,-38.523765563964844
0.454111792827224,0.6297967945198851,0.8124536039387661,0.7820705305266384,0.5829850124403566,-38.71458053588867
0.30527200375527574,0.9160799289959706,0.7054582915366352,0.862196392769955,0.6930875885929116,-38.540321350097656
0.37305707003299976,0.20069647003871705,0.09163234061725521,0.4269543712780653,0.31454199815597716,-38.43709945678711
0.31519095421892396,0.6430613185361722,0.7535208692000998,0.8315801866778582,0.5766059513455244,-38.531227111816406
0.3762418229808813,0.37701361739745365,0.6334014907963686,0.9037851354327808,0.44470601686237526,-39.0
0.3441498288650999,0.12256553397832111,0.3024735725412111,0.48391077059524734,0.2946128922946685,-38.39295196533203
0.33048532397000363,0.09159969863422684,0.40388044798196365,0.4913037066655195,0.2967115544783229,-38.364540100097656
0.3588654289727513,0.44598420195822275,0.7051616089854719,0.9085123356356057,0.4382212438590728,-38.5236701965332
