train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y
0.4019663333892822,0.48529934883117676,0.49520233273506165,0.8240892887115479,0.9100865721702576,0.10414029657840729,0.3421723544597626,0.18023523688316345,0.4885529577732086,0.2950417697429657,0.2703165113925934,-39.0
0.7304364442825317,0.6557092070579529,0.5463411808013916,0.34052029252052307,0.45820125937461853,0.6465927362442017,0.9212512373924255,0.9103880524635315,0.674121618270874,0.5904929041862488,0.7110680341720581,-39.0
0.8743178248405457,0.1761440634727478,0.06831134855747223,0.5090094208717346,0.13305172324180603,0.7592651844024658,0.17136289179325104,0.6708194613456726,0.9937483668327332,0.7845546007156372,0.9367495775222778,-39.0
0.014799912460148335,0.9647194147109985,0.8921555280685425,0.02962702512741089,0.7489080429077148,0.49000343680381775,0.5920708179473877,0.4241642951965332,0.18708382546901703,0.07992176711559296,0.11311586201190948,-38.14018249511719
0.1527501940727234,0.10152163356542587,0.7487470507621765,0.12787777185440063,0.5030515193939209,0.12581592798233032,0.06777272373437881,0.5459221601486206,0.8181989789009094,0.7472986578941345,0.8227061033248901,-38.9216423034668
0.9804690480232239,0.7582597136497498,0.29183128476142883,0.6461073756217957,0.11499366164207458,0.6214991211891174,0.6761175394058228,0.30049675703048706,0.0037773922085762024,0.39019250869750977,0.13145668804645538,-39.0
0.6178996562957764,0.2845158278942108,0.8128154873847961,0.4375828206539154,0.2898441255092621,0.9717214703559875,0.426260381937027,0.05604131519794464,0.3203578591346741,0.23464564979076385,0.4702374339103699,-37.980892181396484
0.25860658288002014,0.5750443935394287,0.14471785724163055,0.9604301452636719,0.8418728709220886,0.2809651494026184,0.817640483379364,0.7869327068328857,0.5136725902557373,0.8778828382492065,0.5443497896194458,-38.999996185302734
0.32235628366470337,0.2260543256998062,0.7933539748191833,0.7020778059959412,0.417310893535614,0.37949874997138977,0.017424549907445908,0.5835359692573547,0.771186113357544,0.031073182821273804,0.5959472060203552,-39.0
0.557118833065033,0.8837689757347107,0.24221284687519073,0.21241074800491333,0.9663563370704651,0.8673284649848938,0.719641387462616,0.32150697708129883,0.08176461607217789,0.8568301796913147,0.42071565985679626,-39.000003814697266
1.0,0.0,0.8507970389642888,0.42228555925761246,0.0,1.0,0.41549158094106015,0.0,0.26721599385188843,0.5169715398176145,0.7641009288515074,-39.0
0.6211124113166009,0.1614084380877292,0.9311917450406703,0.42137607088901674,0.1634164394640911,1.0,0.32598530488311694,0.0,0.22587339156232003,0.12765042069213778,0.43682546229233615,-39.0
1.0,0.9999997643412852,0.2757569678942947,0.0,0.2915124539056576,1.0,1.0,0.0,0.0,1.0,9.847609245265348e-05,-39.0
0.7523535669312624,0.20138195172457116,0.9682025896612697,0.32985134792148224,0.291088462626671,1.0,0.7276006300471255,0.0,5.861834781261227e-06,0.2306739905947441,0.4934491958477855,-39.0
0.5819105500636215,0.3364131492075291,0.7998916011311509,0.4221517018261747,0.3296507555008674,0.9945292376219799,0.45433455881342194,0.04201031782354793,0.3114911515687092,0.22025660145918155,0.42957793972646097,-38.82848358154297
0.6016570814153053,0.30648245786557543,0.795415681959893,0.4377919136194434,0.29100198285050227,0.9724595912403834,0.4175127237382366,0.05373184090330803,0.3691379044616212,0.23581528364130852,0.4710386943158872,-38.79267501831055
0.6540244604540866,0.2818673323136604,0.6786808919990783,0.5943338501639425,0.3195412457965728,0.9202634318844665,0.3543800004163342,0.03241139429694956,0.31849828811034253,0.23544392943757572,0.5698426442606255,-39.0
0.6439664114745443,0.27300636199253586,0.7650949694751628,0.4404997465897701,0.2767589381479734,0.9719867955338456,0.4106056442167349,0.057792840711511265,0.3154342996659278,0.24290649455403648,0.5032830677300124,-38.79297637939453
0.7673606038064805,0.3090488280603673,0.814682255116755,0.4768702194558059,0.3775664039352399,0.9678639320899972,0.4367513119833002,0.09427162151343076,0.35443574983596415,0.33652593130034936,0.44631902405027507,-38.65664291381836
0.6653454199434963,0.2840636859663901,0.8203346033266136,0.41987645461326145,0.31942550231006,0.9671030719216687,0.43697522423236446,0.06838266965989893,0.3148325676022584,0.272501729377872,0.45230500979297905,-37.89331817626953
0.876438396558262,0.9736059238341925,0.9062829614152721,0.9378070450583598,0.15380158422314888,0.4513687379861572,0.5696738945594708,0.2228751527756856,0.17248882357547962,0.72719527815322,0.35310644406634967,-39.0
0.5726689788784434,0.2818535934398602,0.8275286486518172,0.46253026703175953,0.26543519457147297,0.9883614360604794,0.4719262385548744,0.024079777837684568,0.3127360872334711,0.1702497057608116,0.48707312257730917,-37.78090286254883
0.49014865703123844,0.28096658293505045,0.8336073546043029,0.512238955272371,0.21655951906913298,0.9585502614798144,0.2815166159781246,0.07910982932206767,0.2935025219858799,0.18575032220935492,0.4817486297406926,-39.0
0.523230208607263,0.284780846649879,0.8267789182433698,0.5202680860214701,0.22541675836718397,0.9835013097961958,0.4666398942805415,0.06411603588765948,0.302316216474296,0.17322165252858296,0.5164062124501713,-37.69082260131836
0.30287387781472713,0.28589268653326794,0.8334973216767823,0.5487930209416957,0.6453058044926575,1.0,0.46758949392724275,0.0,0.8027843707322945,0.0,0.387188070722516,-39.0
0.5611988084372397,0.28613000499175456,0.8336982168551207,0.5601884209626825,0.2767439732111604,0.9703091260715433,0.4659101684468894,0.0,0.32266995520220687,0.11930097615923073,0.52329642099206,-39.0
0.3890146348608313,0.964310116067039,0.9094889550672559,0.006425203735742898,0.8179336729339781,0.07126303401462193,0.640692642794738,0.4449744899675489,0.5016114464487358,0.1484191021701085,0.050288198252711705,-38.93688201904297
0.5748257076645806,0.28268438487086056,0.826992837957341,0.4808051212231335,0.191784724136533,0.9863339895874337,0.47342268166796786,0.048705576029162354,0.23944869978875688,0.19025855977645875,0.5197652800231135,-37.61790466308594
0.2036855032858923,0.9648721338200394,0.885095308502273,0.4626080819328359,0.6500456218116591,0.680237686593445,0.5699342573340586,0.415261998599776,0.9422384772346083,0.667910400360142,0.9231952508376238,-39.0
0.8403257019817829,0.9695205669850111,0.7029305994510651,0.191924967803061,0.5666545573621988,0.5264653768390417,0.8181577855721116,0.5205228049308062,0.360185282304883,0.00558259803801775,0.4600049117580056,-39.0
