train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y
0.5637349486351013,0.7864164113998413,0.17624756693840027,0.07393861562013626,0.8249108791351318,0.7669923901557922,0.38946184515953064,0.1876380741596222,0.25687262415885925,0.25456705689430237,0.10799670964479446,-39.0
0.3916069567203522,0.14268824458122253,0.9167033433914185,0.7908053398132324,0.09858755022287369,0.17873336374759674,0.6716433763504028,0.8909124732017517,0.7639604210853577,0.6500333547592163,0.8205339908599854,-39.0
0.040215905755758286,0.536953866481781,0.3510897159576416,0.3548774719238281,0.3339289724826813,0.4364031255245209,0.1187831461429596,0.6679480671882629,0.5172322392463684,0.9884315133094788,0.5263245105743408,-39.0
0.9935781359672546,0.3930729627609253,0.6184480786323547,0.5088937282562256,0.6227422952651978,0.5239406228065491,0.8366016149520874,0.4956893026828766,0.024320267140865326,0.10269173234701157,0.3089311420917511,-38.748077392578125
0.8389489650726318,0.6807010173797607,0.8505164384841919,0.6537358164787292,0.7038542032241821,0.993533730506897,0.19882391393184662,0.5495024919509888,0.7298669219017029,0.6080488562583923,0.7048014402389526,-38.05643081665039
0.13607646524906158,0.26403504610061646,0.11732382327318192,0.4990944564342499,0.4931582808494568,0.09278658032417297,0.9790809154510498,0.3465561866760254,0.22082529962062836,0.4879579246044159,0.49131718277931213,-39.0
0.3002645969390869,0.9312318563461304,0.6768339276313782,0.9353007674217224,0.19724708795547485,0.33486515283584595,0.3095288574695587,0.0873352438211441,0.49785974621772766,0.15447238087654114,0.16194571554660797,-39.0
0.7219018936157227,0.014413158409297466,0.41783735156059265,0.21850988268852234,0.97043776512146,0.7348840236663818,0.5292718410491943,0.7587928771972656,0.988818347454071,0.7530570030212402,0.8783940076828003,-39.0
0.6729901432991028,0.6097850799560547,0.6884064078330994,0.4313238263130188,0.0015226034447550774,0.6202970743179321,0.17952708899974823,0.5717456936836243,0.6675671339035034,0.01797338016331196,0.9932004809379578,-39.0
0.34511762857437134,0.4445686936378479,0.4669337272644043,0.7146702408790588,0.790826678276062,0.46611303091049194,0.8973146080970764,0.27450889348983765,0.1590138077735901,0.8900489211082458,0.21840353310108185,-38.63372802734375
